year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2018,1,009158 90 6,,AIR PRODS & CHEMS INC,CALL,,9158,90,6,915890,9158906
2018,1,55306N 90 4,,MKS INSTRUMENT INC,CALL,,55306N,90,4,55306N90,55306N904
2018,1,362393 90 0,,GTT COMMUNICATIONS INC,CALL,,362393,90,0,36239390,362393900
2018,1,804395 10 1,,SAUL CTRS INC,COM,,804395,10,1,80439510,804395101
2018,1,526057 30 2,*,LENNAR CORP,CL B,,526057,30,2,52605730,526057302
2018,1,25400W 95 2,,DIGITAL TURBINE INC,PUT,,25400W,95,2,25400W95,25400W952
2018,1,635906 95 0,,NATIONAL HEALTHCARE CORP,PUT,,635906,95,0,63590695,635906950
2018,1,56585A 95 2,,MARATHON PETE CORP,PUT,,56585A,95,2,56585A95,56585A952
2018,1,73936T 56 5,*,POWERSHARES ETF TR II,PFD PORTFOLIO,,73936T,56,5,73936T56,73936T565
2018,1,49456B 95 1,,KINDER MORGAN INC DEL,PUT,,49456B,95,1,49456B95,49456B951
2018,1,320517 95 5,,FIRST HORIZON NATL CORP,PUT,,320517,95,5,32051795,320517955
2018,1,00211Y 40 7,,ARCA BIOPHARMA INC,COM PAR$.001,,00211Y,40,7,00211Y40,00211Y407
2018,1,617480 28 0,,MORGAN STANLEY,SHRT EUR ETN20,,617480,28,0,61748028,617480280
2018,1,501556 20 3,,KYOCERA CORP,ADR,,501556,20,3,50155620,501556203
2018,1,43114K 90 8,,HIGHPOINT RES CORP,CALL,ADDED,43114K,90,8,43114K90,43114K908
2018,1,292480 10 0,*,ENABLE MIDSTREAM PARTNERS LP,COM UNIT RP IN,,292480,10,0,29248010,292480100
2018,1,466090 90 6,,JA SOLAR HOLDINGS CO LTD,CALL,,466090,90,6,46609090,466090906
2018,1,52539T 10 7,,LEISURE ACQUISITION CORP,COM,,52539T,10,7,52539T10,52539T107
2018,1,81768T 90 8,,SERVISFIRST BANCSHARES INC,CALL,,81768T,90,8,81768T90,81768T908
2018,1,80007V 10 6,*,SANDRIDGE MISSISSIPPIAN TR I,SH BEN INT,,80007V,10,6,80007V10,80007V106
2018,1,464287 95 7,,ISHARES TR,PUT,,464287,95,7,46428795,464287957
2018,1,164651 10 1,,CHERRY HILL MTG INVT CORP,COM,,164651,10,1,16465110,164651101
2018,1,957090 10 3,*,WESTAMERICA BANCORPORATION,COM,,957090,10,3,95709010,957090103
2018,1,02156B 90 3,,ALTERYX INC,CALL,,02156B,90,3,02156B90,02156B903
2018,1,28249U 10 5,*,EIGER BIOPHARMACEUTICALS INC,COM,,28249U,10,5,28249U10,28249U105
2018,1,27032D 30 4,,EARTHSTONE ENERGY INC,CL A,,27032D,30,4,27032D30,27032D304
2018,1,01883H 10 2,,ALLIANZGI CON INCM 2024 TARG,COM,,01883H,10,2,01883H10,01883H102
2018,1,03820J 95 0,,APPLIED GENETIC TECHNOL CORP,PUT,,03820J,95,0,03820J95,03820J950
2018,1,86858W 95 0,,SUPPORT COM INC,PUT,,86858W,95,0,86858W95,86858W950
2018,1,464288 72 9,,ISHARES TR,GLOB INDSTRL ETF,,464288,72,9,46428872,464288729
2018,1,36191J 10 1,*,GSV CAP CORP,COM,,36191J,10,1,36191J10,36191J101
2018,1,25460E 87 7,*,DIREXION SHS ETF TR,DLY JR GOLD 3X,,25460E,87,7,2.55E+91,25460E877
2018,1,37637Q 90 5,,GLACIER BANCORP INC NEW,CALL,,37637Q,90,5,37637Q90,37637Q905
2018,1,88322Q 95 8,,TG THERAPEUTICS INC,PUT,,88322Q,95,8,88322Q95,88322Q958
2018,1,125509 95 9,,CIGNA CORPORATION,PUT,,125509,95,9,12550995,125509959
2018,1,233051 69 7,,DBX ETF TR,XTRACK MSCI EURO,,233051,69,7,23305169,233051697
2018,1,24344T 10 1,,DECIPHERA PHARMACEUTICALS IN,COM,,24344T,10,1,24344T10,24344T101
2018,1,78464A 67 2,*,SPDR SERIES TRUST,BLMBRG BRC INTRM,,78464A,67,2,78464A67,78464A672
2018,1,200340 90 7,,COMERICA INC,CALL,,200340,90,7,20034090,200340907
2018,1,178867 10 7,,CIVISTA BANCSHARES INC,COM NO PAR,,178867,10,7,17886710,178867107
2018,1,46429B 58 0,,ISHARES TR,IBONDS SEP18 ETF,,46429B,58,0,46429B58,46429B580
2018,1,73935X 90 5,,POWERSHARES ETF TRUST,CALL,,73935X,90,5,73935X90,73935X905
2018,1,26924G 70 6,,ETF MANAGERS TR,VIDEO GAME TECH,,26924G,70,6,26924G70,26924G706
2018,1,00508X 95 3,,ACTUANT CORP,PUT,,00508X,95,3,00508X95,00508X953
2018,1,25154H 48 3,,DEUTSCHE BK AG LDN BRH,DB COM DBL SHT,,25154H,48,3,25154H48,25154H483
2018,1,97717P 95 4,,WISDOMTREE INVTS INC,PUT,,97717P,95,4,97717P95,97717P954
2018,1,17306X 90 2,,CITI TRENDS INC,CALL,,17306X,90,2,17306X90,17306X902
2018,1,369550 10 8,*,GENERAL DYNAMICS CORP,COM,,369550,10,8,36955010,369550108
