year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2017,4,563571 90 8,,MANITOWOC INC,CALL,DELETED,563571,90,8,56357190,563571908
2017,4,13200M 10 2,,CAMBER ENERGY INC,COM,,13200M,10,2,13200M10,13200M102
2017,4,766559 60 3,*,RIGEL PHARMACEUTICALS INC,COM NEW,,766559,60,3,76655960,766559603
2017,4,447324 10 4,,HURCO COMPANIES INC,COM,,447324,10,4,44732410,447324104
2017,4,25154H 55 8,,DEUTSCHE BK AG LDN BRH,DB AGRIC DBL LN,,25154H,55,8,25154H55,25154H558
2017,4,201723 10 3,*,COMMERCIAL METALS CO,COM,,201723,10,3,20172310,201723103
2017,4,45384B 95 6,,INDEPENDENT BK GROUP INC,PUT,,45384B,95,6,45384B95,45384B956
2017,4,339041 90 5,,FLEETCOR TECHNOLOGIES INC,CALL,,339041,90,5,33904190,339041905
2017,4,464288 84 4,*,ISHARES TR,US OIL EQ&SV ETF,,464288,84,4,46428884,464288844
2017,4,053774 90 5,,AVIS BUDGET GROUP,CALL,,053774,90,5,05377490,053774905
2017,4,74979W 10 1,,RYB ED INC,ADR,,74979W,10,1,74979W10,74979W101
2017,4,25459Y 36 3,*,DIREXION SHS ETF TR,DLY R/E BEAR3X,,25459Y,36,3,25459Y36,25459Y363
2017,4,73935X 58 3,*,POWERSHARES ETF TRUST,FTSE RAFI 1000,,73935X,58,3,73935X58,73935X583
2017,4,443304 10 0,*,HUANENG PWR INTL INC,SPON ADR H SHS,,443304,10,0,44330410,443304100
2017,4,25459W 95 9,,DIREXION SHS ETF TR,PUT,,25459W,95,9,25459W95,25459W959
2017,4,67001K 20 2,*,NOVELION THERAPEUTICS INC,COM NEW,,67001K,20,2,67001K20,67001K202
2017,4,44967H 10 1,*,ILG INC,COM,,44967H,10,1,44967H10,44967H101
2017,4,37950E 68 9,,GLOBAL X FDS,MSCI PAKISTAN,,37950E,68,9,37950E68,37950E689
2017,4,71646E 10 0,*,PETROCHINA CO LTD,SPONSORED  ADR,,71646E,10,0,71646E10,71646E100
2017,4,45885A 95 9,,INTERNAP CORP,PUT,ADDED,45885A,95,9,45885A95,45885A959
2017,4,G62848 11 7,,MOSAIC ACQUISITION CORP,UNIT 99/99/9999,ADDED,G62848,11,7,G6284811,G62848117
2017,4,395259 90 4,,GREENHILL & CO INC,CALL,,395259,90,4,39525990,395259904
2017,4,97717W 90 0,,WISDOMTREE TR,CALL,,97717W,90,0,97717W90,97717W900
2017,4,007800 90 5,,AEROJET ROCKETDYNE HLDGS INC,CALL,,007800,90,5,00780090,007800905
2017,4,M3760D 95 1,,ELBIT SYS LTD,PUT,,M3760D,95,1,M3760D95,M3760D951
2017,4,776650 20 2,,ROOT9B HOLDINGS INC,COM NEW,DELETED,776650,20,2,77665020,776650202
2017,4,829214 90 5,,SIMULATIONS PLUS INC,CALL,,829214,90,5,82921490,829214905
2017,4,910873 40 5,*,UNITED MICROELECTRONICS CORP,SPON ADR NEW,,910873,40,5,91087340,910873405
2017,4,651639 10 6,*,NEWMONT MINING CORP,COM,,651639,10,6,65163910,651639106
2017,4,585464 90 0,,MELCO RESORT ENTERTAINMENT L,CALL,,585464,90,0,58546490,585464900
2017,4,189754 10 4,*,COACH INC,COM,DELETED,189754,10,4,18975410,189754104
2017,4,81750R 10 2,*,SERES THERAPEUTICS INC,COM,,81750R,10,2,81750R10,81750R102
2017,4,G47567 10 5,*,IHS MARKIT LTD,SHS,,G47567,10,5,G4756710,G47567105
2017,4,092533 95 8,,BLACKROCK CAPITAL INVESTMENT,PUT,,092533,95,8,09253395,092533958
2017,4,45384B 90 6,,INDEPENDENT BK GROUP INC,CALL,,45384B,90,6,45384B90,45384B906
2017,4,45073V 95 8,,ITT INC,PUT,,45073V,95,8,45073V95,45073V958
2017,4,440543 95 6,,HORNBECK OFFSHORE SVCS INC N,PUT,,440543,95,6,44054395,440543956
2017,4,09075E 10 0,*,BIOVERATIV INC,COM,,09075E,10,0,09075E10,09075E100
2017,4,75605A 60 3,,REALITY SHS ETF TR,DIVCON DIV ETF,,75605A,60,3,75605A60,75605A603
2017,4,98235T AE 7,,WRIGHT MED GROUP INC,NOTE  2.000% 2/1,,98235T,AE,7,98235TAE,98235TAE7
2017,4,55264U 95 8,,MB FINANCIAL INC NEW,PUT,,55264U,95,8,55264U95,55264U958
2017,4,74347R 90 1,,PROSHARES TR,CALL,,74347R,90,1,74347R90,74347R901
2017,4,25065D 10 0,*,DESTINATION MATERNITY CORP,COM,,25065D,10,0,25065D10,25065D100
2017,4,48562P 90 3,,KAPSTONE PAPER & PACKAGING C,CALL,,48562P,90,3,48562P90,48562P903
2017,4,46435G 47 4,,ISHARES TR,FALN ANGLS USD,,46435G,47,4,46435G47,46435G474
2017,4,464287 46 5,*,ISHARES TR,MSCI EAFE ETF,,464287,46,5,46428746,464287465
2017,4,78464A 95 3,,SPDR SERIES TRUST,PUT,,78464A,95,3,78464A95,78464A953
2017,4,73936D 10 7,*,POWERSHS DB US DOLLAR INDEX,DOLL INDX BULL,,73936D,10,7,73936D10,73936D107
2017,4,15136A 95 2,,CENTENNIAL RESOURCE DEV INC,PUT,,15136A,95,2,15136A95,15136A952
2017,4,21924U 30 0,,CORNERSTONE TOTAL RTRN FD IN,COM,,21924U,30,0,21924U30,21924U300
2017,4,74347B 72 2,,PROSHARES TR,ULSHRT UTILS NEW,,74347B,72,2,74347B72,74347B722
2017,4,78464A 90 7,,SPDR SERIES TRUST,CALL,,78464A,90,7,78464A90,78464A907
2017,4,69323K 95 0,,PCM INC,PUT,,69323K,95,0,69323K95,69323K950
2017,4,457187 90 2,,INGREDION INC,CALL,,457187,90,2,45718790,457187902
2017,4,902681 90 5,,UGI CORP NEW,CALL,,902681,90,5,90268190,902681905
2017,4,22542D 68 8,,CREDIT SUISSE NASSAU BRH,3X LONG GOLD,,22542D,68,8,22542D68,22542D688
2017,4,92763W 95 3,,VIPSHOP HLDGS LTD,PUT,,92763W,95,3,92763W95,92763W953
2017,4,18482P 10 3,*,CLEARFIELD INC,COM,,18482P,10,3,18482P10,18482P103
2017,4,Y2066G 10 4,*,DIANA SHIPPING INC,COM,,Y2066G,10,4,Y2066G10,Y2066G104
2017,4,40434L 95 5,,HP INC,PUT,,40434L,95,5,40434L95,40434L955
2017,4,922042 77 5,*,VANGUARD INTL EQUITY INDEX F,ALLWRLD EX US,,922042,77,5,92204277,922042775
2017,4,939653 95 1,,WASHINGTON REAL ESTATE INVT,PUT,,939653,95,1,93965395,939653951
2017,4,73937B 50 6,,POWERSHARES ETF TR II,S&P SMCP C DIS,,73937B,50,6,73937B50,73937B506
2017,4,49446R 10 9,*,KIMCO RLTY CORP,COM,,49446R,10,9,49446R10,49446R109
2017,4,02361E 95 8,,AMERESCO INC,PUT,,02361E,95,8,02361E95,02361E958
2017,4,60877T 90 0,,MOMENTA PHARMACEUTICALS INC,CALL,,60877T,90,0,60877T90,60877T900
2017,4,453204 95 9,,IMPINJ INC,PUT,,453204,95,9,45320495,453204959
2017,4,882681 90 9,,TEXAS ROADHOUSE INC,CALL,,882681,90,9,88268190,882681909
2017,4,488360 20 7,*,KEMET CORP,COM NEW,,488360,20,7,48836020,488360207
2017,4,890110 90 9,,TOMPKINS FINANCIAL CORPORATI,CALL,,890110,90,9,89011090,890110909
2017,4,74347X 63 3,*,PROSHARES TR,ULTRA FNCLS NEW,,74347X,63,3,74347X63,74347X633
