year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2015,3,209034 90 7,,CONSOLIDATED COMM HLDGS INC,CALL,,209034,90,7,20903490,209034907
2015,3,872590 10 4,*,T MOBILE US INC,COM,,872590,10,4,87259010,872590104
2015,3,72766Q 10 5,*,PLATFORM SPECIALTY PRODS COR,COM,,72766Q,10,5,72766Q10,72766Q105
2015,3,488152 30 7,*,KELLY SVCS INC,CL B,,488152,30,7,48815230,488152307
2015,3,40637H 95 9,,HALOZYME THERAPEUTICS INC,PUT,,40637H,95,9,40637H95,40637H959
2015,3,244199 90 5,,DEERE & CO,CALL,,244199,90,5,24419990,244199905
2015,3,084670 10 8,,BERKSHIRE HATHAWAY INC DEL,CL A,,084670,10,8,08467010,084670108
2015,3,493723 AA 8,,KEYW HLDG CORP,NOTE  2.500% 7/1,,493723,AA,8,493723AA,493723AA8
2015,3,163086 95 1,,CHEFS WHSE INC,PUT,,163086,95,1,16308695,163086951
2015,3,156492 90 0,,CENTURY CASINOS INC,CALL,,156492,90,0,15649290,156492900
2015,3,413216 90 0,,HARMONY GOLD MNG LTD,CALL,,413216,90,0,41321690,413216900
2015,3,46432F 90 9,,ISHARES TR,CALL,,46432F,90,9,46432F90,46432F909
2015,3,459506 10 1,*,INTERNATIONAL FLAVORS&FRAGRA,COM,,459506,10,1,45950610,459506101
2015,3,64118P 10 9,*,NETLIST INC,COM,,64118P,10,9,64118P10,64118P109
2015,3,91912E 10 5,*,VALE S A,ADR,,91912E,10,5,91912E10,91912E105
2015,3,780259 90 6,,ROYAL DUTCH SHELL PLC,CALL,,780259,90,6,78025990,780259906
2015,3,88032L 90 0,,TENAX THERAPEUTICS INC,CALL,,88032L,90,0,88032L90,88032L900
2015,3,53578A 10 8,*,LINKEDIN CORP,COM CL A,,53578A,10,8,53578A10,53578A108
2015,3,206812 95 9,,CONE MIDSTREAM PARTNERS LP,PUT,,206812,95,9,20681295,206812959
2015,3,760276 90 5,,REPUBLIC AWYS HLDGS INC,CALL,,760276,90,5,76027690,760276905
2015,3,293904 90 8,,ENZON PHARMACEUTICALS INC,CALL,,293904,90,8,29390490,293904908
2015,3,05946K 10 1,*,BANCO BILBAO VIZCAYA ARGENTA,SPONSORED ADR,,05946K,10,1,05946K10,05946K101
2015,3,80007T 95 1,,SANDRIDGE MISSISSIPPIAN TR I,PUT,,80007T,95,1,80007T95,80007T951
2015,3,92763W 90 3,,VIPSHOP HLDGS LTD,CALL,,92763W,90,3,92763W90,92763W903
2015,3,M6778Q 95 1,,LUMENIS LTD,PUT,,M6778Q,95,1,M6778Q95,M6778Q951
2015,3,71714G 10 2,*,PHARMATHENE INC,COM,,71714G,10,2,71714G10,71714G102
2015,3,38526M 90 6,,GRAND CANYON ED INC,CALL,,38526M,90,6,38526M90,38526M906
2015,3,035710 40 9,*,ANNALY CAP MGMT INC,COM,,035710,40,9,03571040,035710409
2015,3,03076C 10 6,*,AMERIPRISE FINL INC,COM,,03076C,10,6,03076C10,03076C106
2015,3,464286 25 1,,ISHARES,EM CRP BD ETF,,464286,25,1,46428625,464286251
2015,3,576690 10 1,*,MATERION CORP,COM,,576690,10,1,57669010,576690101
2015,3,G8766E 90 9,,TEXTAINER GROUP HOLDINGS LTD,CALL,,G8766E,90,9,G8766E90,G8766E909
2015,3,20416Q 10 8,,COMMUNITYONE BANCORP,COM,,20416Q,10,8,20416Q10,20416Q108
2015,3,33737J 40 6,,FIRST TR EXCH TRD ALPHA FD I,EX US SML CP,,33737J,40,6,33737J40,33737J406
2015,3,656559 30 9,,NORTEK INC,COM NEW,,656559,30,9,65655930,656559309
2015,3,464288 79 4,*,ISHARES TR,U.S. BR-DEAL ETF,,464288,79,4,46428879,464288794
2015,3,Y8564W 10 3,*,TEEKAY CORPORATION,COM,,Y8564W,10,3,Y8564W10,Y8564W103
2015,3,78355W 95 6,,RYDEX ETF TRUST,PUT,,78355W,95,6,78355W95,78355W956
2015,3,247916 90 8,,DENBURY RES INC,CALL,,247916,90,8,24791690,247916908
2015,3,410867 90 5,,HANOVER INS GROUP INC,CALL,,410867,90,5,41086790,410867905
2015,3,464288 90 4,,ISHARES TR,CALL,,464288,90,4,46428890,464288904
2015,3,76123U 10 5,,RESPONSE GENETICS INC,COM,DELETED,76123U,10,5,76123U10,76123U105
2015,3,67984M 10 0,,OLD LINE BANCSHARES INC,COM,,67984M,10,0,67984M10,67984M100
2015,3,860630 90 2,,STIFEL FINL CORP,CALL,,860630,90,2,86063090,860630902
2015,3,65440R 10 1,*,NIMBLE STORAGE INC,COM,,65440R,10,1,65440R10,65440R101
2015,3,78464A 53 2,,SPDR SERIES TRUST,S&P TRANSN ETF,,78464A,53,2,78464A53,78464A532
2015,3,33733E 90 2,,FIRST TR EXCHANGE TRADED FD,CALL,,33733E,90,2,33733E90,33733E902
2015,3,M2682V 95 8,,CYBERARK SOFTWARE LTD,PUT,,M2682V,95,8,M2682V95,M2682V958
2015,3,741503 AQ 9,,PRICELINE GRP INC,NOTE  1.000% 3/1,,741503,AQ,9,741503AQ,741503AQ9
2015,3,26926V 10 7,*,EV ENERGY PARTNERS LP,COM UNITS,,26926V,10,7,26926V10,26926V107
2015,3,372284 20 8,*,GENIE ENERGY LTD,CL B,,372284,20,8,37228420,372284208
