year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2018,2,78463X 90 0,,SPDR INDEX SHS FDS,CALL,,78463X,90,0,78463X90,78463X900
2018,2,74348A 90 9,,PROSHARES TR,CALL,,74348A,90,9,74348A90,74348A909
2018,2,G89827 10 2,,TPG PACE HLDGS CORP,UNIT 99/99/9999,,G89827,10,2,G8982710,G89827102
2018,2,916896 10 3,*,URANIUM ENERGY CORP,COM,,916896,10,3,91689610,916896103
2018,2,19241Q 95 1,,COGINT INC,PUT,DELETED,19241Q,95,1,19241Q95,19241Q951
2018,2,05561Q 20 1,*,BOK FINL CORP,COM NEW,,05561Q,20,1,05561Q20,05561Q201
2018,2,19762B 20 2,,COLUMBIA ETF TR II,EM CORE EX ETF,,19762B,20,2,19762B20,19762B202
2018,2,19248Y 10 7,,COHEN & STEERS SLT PFD INCM,COM,,19248Y,10,7,19248Y10,19248Y107
2018,2,M8216Q 10 1,,REWALK ROBOTICS LTD,SHS,,M8216Q,10,1,M8216Q10,M8216Q101
2018,2,92240M 95 8,,VECTOR GROUP LTD,PUT,,92240M,95,8,92240M95,92240M958
2018,2,G31642 10 4,,CLPS INCORPORATION,COM,ADDED,G31642,10,4,G3164210,G31642104
2018,2,22026V 95 5,,CORREVIO PHARMA CORP,PUT,ADDED,22026V,95,5,22026V95,22026V955
2018,2,016255 10 1,*,ALIGN TECHNOLOGY INC,COM,,016255,10,1,01625510,016255101
2018,2,59804T 40 7,*,MIDSTATES PETE CO INC,COM PAR,,59804T,40,7,59804T40,59804T407
2018,2,14862Q 10 0,*,CASTLIGHT HEALTH INC,CL B,,14862Q,10,0,14862Q10,14862Q100
2018,2,038505 95 0,,ARADIGM CORP,PUT,,038505,95,0,03850595,038505950
2018,2,G29183 95 3,,EATON CORP PLC,PUT,,G29183,95,3,G2918395,G29183953
2018,2,78463X 77 2,*,SPDR INDEX SHS FDS,S&P INTL ETF,,78463X,77,2,78463X77,78463X772
2018,2,86722Y 90 1,,SUNCOKE ENERGY PARTNERS L P,CALL,,86722Y,90,1,86722Y90,86722Y901
2018,2,46137V 95 2,,INVESCO EXCHANGE TRADED FD T,PUT,ADDED,46137V,95,2,46137V95,46137V952
