year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2017,1,237266 10 1,*,DARLING INGREDIENTS INC,COM,,237266,10,1,23726610,237266101
2017,1,206022 95 5,,CONCERT PHARMACEUTICALS INC,PUT,,206022,95,5,20602295,206022955
2017,1,78463X 95 3,,SPDR INDEX SHS FDS,PUT,,78463X,95,3,78463X95,78463X953
2017,1,97717X 17 2,,WISDOMTREE TR,FNDMTL HGH YLD,,97717X,17,2,97717X17,97717X172
2017,1,03236M AC 5,,AMYRIS INC,NOTE  6.500% 5/1,,03236M,AC,5,03236MAC,03236MAC5
2017,1,04351G 95 1,,ASCENA RETAIL GROUP INC,PUT,,04351G,95,1,04351G95,04351G951
2017,1,25179M 90 3,,DEVON ENERGY CORP NEW,CALL,,25179M,90,3,25179M90,25179M903
2017,1,419879 90 1,,HAWAIIAN HOLDINGS INC,CALL,,419879,90,1,41987990,419879901
2017,1,L5140P 10 1,*,INTELSAT S A,COM,,L5140P,10,1,L5140P10,L5140P101
2017,1,79466L 90 2,,SALESFORCE COM INC,CALL,,79466L,90,2,79466L90,79466L902
2017,1,73936T 61 5,,POWERSHARES ETF TR II,GBL CLEAN ENER,,73936T,61,5,73936T61,73936T615
2017,1,46434V BD 1,,ISHARES TR,IBONDS DEC25 ETF,,46434V,BD,1,46434VBD,46434VBD1
2017,1,353469 95 9,,FRANKLIN COVEY CO,PUT,,353469,95,9,35346995,353469959
2017,1,500767 70 2,,KRANESHARES TR,CHIN COM PAPER,,500767,70,2,50076770,500767702
2017,1,N20146 95 1,,CIMPRESS N V,PUT,,N20146,95,1,N2014695,N20146951
2017,1,861811 90 7,,STONEGATE BK FT LAUDERDALE F,CALL,,861811,90,7,86181190,861811907
2017,1,89677Y 10 0,*,TRIPLEPOINT VENTURE GROWTH B,COM,,89677Y,10,0,89677Y10,89677Y100
2017,1,74347B 58 1,,PROSHARES TR,SP500 EX ENRGY,,74347B,58,1,74347B58,74347B581
2017,1,15126Q 10 9,,CEMENTOS PACASMAYO S A A,SPON ADR REP 5,DELETED,15126Q,10,9,15126Q10,15126Q109
2017,1,56382Q 90 2,,MANNING & NAPIER INC,CALL,,56382Q,90,2,56382Q90,56382Q902
2017,1,89214A 95 2,,TOWN SPORTS INTL HLDGS INC,PUT,,89214A,95,2,89214A95,89214A952
2017,1,64110D 90 4,,NETAPP INC,CALL,,64110D,90,4,64110D90,64110D904
2017,1,29269K 95 0,,ENDURO RTY TR,PUT,,29269K,95,0,29269K95,29269K950
2017,1,919794 90 7,,VALLEY NATL BANCORP,CALL,,919794,90,7,91979490,919794907
2017,1,79379T 20 2,,SAJAN INC,COM NEW,,79379T,20,2,79379T20,79379T202
2017,1,680665 20 5,*,OLIN CORP,COM PAR $1,,680665,20,5,68066520,680665205
2017,1,538142 30 8,*,LIVE VENTURES INC,COM NEW,,538142,30,8,53814230,538142308
2017,1,56624R 90 8,,MARCHEX INC,CALL,,56624R,90,8,56624R90,56624R908
2017,1,90268G 60 7,,UBS AG LONDON BRH,ETRACS MP2X DJ,,90268G,60,7,90268G60,90268G607
2017,1,00790X 10 1,,ADVANCED DISP SVCS INC DEL,COM,,00790X,10,1,00790X10,00790X101
2017,1,292505 10 4,*,ENCANA CORP,COM,,292505,10,4,29250510,292505104
2017,1,554382 90 1,,MACERICH CO,CALL,,554382,90,1,55438290,554382901
2017,1,464287 90 9,,ISHARES TR,CALL,,464287,90,9,46428790,464287909
2017,1,94106B 90 1,,WASTE CONNECTIONS INC,CALL,,94106B,90,1,94106B90,94106B901
2017,1,85771P 90 2,,STATOIL ASA,CALL,,85771P,90,2,85771P90,85771P902
2017,1,698354 90 7,,PANDORA MEDIA INC,CALL,,698354,90,7,69835490,698354907
2017,1,74967X 90 3,,RH,CALL,ADDED,74967X,90,3,74967X90,74967X903
2017,1,922280 10 2,*,VARONIS SYS INC,COM,,922280,10,2,92228010,922280102
2017,1,184496 90 7,,CLEAN HARBORS INC,CALL,,184496,90,7,18449690,184496907
2017,1,53225G 10 2,*,LIGHTINTHEBOX HLDG CO LTD,SPONSORED ADR,,53225G,10,2,53225G10,53225G102
2017,1,163851 10 8,*,CHEMOURS CO,COM,,163851,10,8,16385110,163851108
2017,1,142339 95 0,,CARLISLE COS INC,PUT,,142339,95,0,14233995,142339950
2017,1,30712A 10 3,*,FANHUA INC,SPONSORED ADR,,30712A,10,3,30712A10,30712A103
2017,1,054540 95 8,,AXCELIS TECHNOLOGIES INC,PUT,,054540,95,8,05454095,054540958
2017,1,36174X 95 1,,GGP INC,PUT,ADDED,36174X,95,1,36174X95,36174X951
2017,1,78464A 90 8,,SPDR SERIES TRUST,CALL,,78464A,90,8,78464A90,78464A908
2017,1,739128 95 6,,POWELL INDS INC,PUT,,739128,95,6,73912895,739128956
2017,1,783332 10 9,*,RUTHS HOSPITALITY GROUP INC,COM,,783332,10,9,78333210,783332109
2017,1,456837 AE 3,,ING GROEP N V,DBCV  6.000%12/3,,456837,AE,3,456837AE,456837AE3
2017,1,46186M 20 9,*,INVIVO THERAPEUTICS HLDGS CO,COM NEW,,46186M,20,9,46186M20,46186M209
2017,1,681936 95 0,,OMEGA HEALTHCARE INVS INC,PUT,,681936,95,0,68193695,681936950
2017,1,81369Y 95 0,,SELECT SECTOR SPDR TR,PUT,,81369Y,95,0,81369Y95,81369Y950
2017,1,38068T 10 5,*,GOLD RESOURCE CORP,COM,,38068T,10,5,38068T10,38068T105
2017,1,87651B 10 4,*,TASER INTL INC,COM,,87651B,10,4,87651B10,87651B104
2017,1,25459W 73 0,*,DIREXION SHS ETF TR,DLY MIDCAP ETF3X,,25459W,73,0,25459W73,25459W730
2017,1,89703P 95 7,,TRONC INC,PUT,,89703P,95,7,89703P95,89703P957
2017,1,91529Y 95 6,,UNUM GROUP,PUT,,91529Y,95,6,91529Y95,91529Y956
2017,1,78709Y 90 5,,SAIA INC,CALL,,78709Y,90,5,78709Y90,78709Y905
2017,1,092533 90 8,,BLACKROCK CAPITAL INVESTMENT,CALL,,092533,90,8,09253390,092533908
2017,1,86881L 90 6,,SURGICAL CARE AFFILIATES INC,CALL,DELETED,86881L,90,6,86881L90,86881L906
2017,1,97717X 52 9,,WISDOMTREE TR,INTL HDG SMLCP,DELETED,97717X,52,9,97717X52,97717X529
2017,1,916901 95 5,,URANIUM RES INC,PUT,,916901,95,5,91690195,916901955
2017,1,31423P 10 8,,FEDERATED PREM MUN INC FD,COM,,31423P,10,8,31423P10,31423P108
2017,1,816850 90 1,,SEMTECH CORP,CALL,,816850,90,1,81685090,816850901
2017,1,33733F 10 1,,FIRST TR MULTI CAP VALUE ALP,COM SHS,,33733F,10,1,33733F10,33733F101
2017,1,531229 95 8,,LIBERTY MEDIA CORP DELAWARE,PUT,,531229,95,8,53122995,531229958
2017,1,73936Q 71 0,,POWERSHARES ETF TRUST II,GLBL ST HI YLD,,73936Q,71,0,73936Q71,73936Q710
2017,1,247916 90 8,,DENBURY RES INC,CALL,,247916,90,8,24791690,247916908
2017,1,59564N 90 3,,MIDCOAST ENERGY PARTNERS L P,CALL,,59564N,90,3,59564N90,59564N903
2017,1,74347B 70 6,,PROSHARES TR,ST EMG MKT ETF,,74347B,70,6,74347B70,74347B706
2017,1,M4059L 10 1,*,ENZYMOTEC LTD,SHS,,M4059L,10,1,M4059L10,M4059L101
2017,1,19625X 90 2,,COLONY STARWOOD HOMES,CALL,,19625X,90,2,19625X90,19625X902
2017,1,194014 90 6,,COLFAX CORP,CALL,,194014,90,6,19401490,194014906
2017,1,74347W 90 4,,PROSHARES TR II,CALL,,74347W,90,4,74347W90,74347W904
2017,1,698814 90 0,,PAPA MURPHYS HLDGS INC,CALL,,698814,90,0,69881490,698814900
2017,1,78468R 76 2,,SPDR SER TR,RUSSELL MOMENTUM,,78468R,76,2,78468R76,78468R762
2017,1,81255T 95 8,,SEASPINE HLDGS CORP,PUT,,81255T,95,8,81255T95,81255T958
2017,1,588056 10 1,*,MERCER INTL INC,COM,,588056,10,1,58805610,588056101
2017,1,413247 10 7,,HARMONY MERGER CORP,COM,,413247,10,7,41324710,413247107
2017,1,92835K 10 3,*,VISHAY PRECISION GROUP INC,COM,,92835K,10,3,92835K10,92835K103
2017,1,723484 90 1,,PINNACLE WEST CAP CORP,CALL,,723484,90,1,72348490,723484901
2017,1,431466 90 1,,HILL INTERNATIONAL INC,CALL,,431466,90,1,43146690,431466901
2017,1,12477X 90 6,,CAI INTERNATIONAL INC,CALL,,12477X,90,6,12477X90,12477X906
2017,1,36465E 10 1,,GAMCO NAT RES GOLD & INCOME,SH BEN INT,,36465E,10,1,36465E10,36465E101
2017,1,846511 10 3,,SPARK ENERGY INC,CL A COM,,846511,10,3,84651110,846511103
